Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
nip,SLG | FTO,SnO2-np,Al,Spin-coating,PbAc2,(PEY)2PbI4,Spin-coating,0.9395357878598737,Ethyl acetate,PTAA,Li-TFSI; TBP,AgAl,199.82523962116608,0,60; 80-2.0; 5.0,0.9163183189971699
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,Pb,Diiodooctane,Spin-coating,0.9620253773482748,Chlorobenzene,PTAA,F4-TCNQ,AgAl,98.1259448826305,1,65; 100-1.0; 2.0,0.9163070835518715
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,MACl,NH4I,Spin-coating >> CBD,0.715126782618867,Chlorobenzene,Spiro-MeOTAD,FK211,AgAl,114.95066970535245,0,60; 80-1.0; 2.0,0.9161051938858608
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,PbCl2,Carbon-nt,Spin-coating,0.15025904954546976,Chlorobenzene,PTAA,LAD,AgAl,312.51541814346973,0,65; 100-1.0; 15.0,0.9159671314255956
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,Stoichiometric,ITIC,Spin-coating,0.7097844063589813,Chlorobenzene,PTAA,F4-TCNQ,AgAl,76.08691697002449,0,60; 100-0.33; 10.0,0.9157518657568946
nip,SLG | FTO,SnO2-np,Guanidinium chloride,Spin-coating,none,HATNA,Spin-coating,0.20679615880723112,Diethyl ether,PTAA,Li-TFSI,AgAl,62.38404175244252,0,60; 80-1.0; 2.0,0.9156961937520797
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,PbCl2,NMA,Spin-coating,0.9505623425665239,Diethyl ether,PTAA,O2,AgAl,449.1489442059493,1,65.0; 100.0-1.0; 5.0,0.9155956307966792
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,none,beta-cyclodextrin,Spin-coating,0.9025650313904829,Chlorobenzene,PTAA,LAD,AgAl,543.7858508081271,0,65.0-270.0,0.91539789408824
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,Pb,E2CA,Spin-coating,0.7860697566758361,Chlorobenzene,PTAA,F4-TCNQ,Ag,64.01180868718372,0,60; 100-2.0; 10.0,0.9151665969430615
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,MA,Mn,Spin-coating,0.608728815794833,Chlorobenzene,PTAA,LAD,AgAl,79.96323340523067,0,65.0; 100-1.0; 2.0,0.9149990531771242
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,ALD | Spin-coating,PbI2,DCL97,Spin-coating,0.9822739844201195,Chlorobenzene,PTAA,O2,AgAl,510.66948808300464,0,50.0-20.0,0.9149854811693853
nip,SLG | FTO,SnO2-np,Al,Spin-coating,PbAc2,Rb,Drop-infiltration,0.7895976115818356,Chlorobenzene,PTAA,O2,AgAl,342.88955290011603,0,65.0-10.0,0.9149650385095992
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,Pb,Zn,Spin-coating,0.7340666370267008,Chlorobenzene,PTAA,Li-TFSI,AgAl,343.40027783685485,0,60; 100-5.0; 10.0,0.914626307789111
nip,SLG | FTO,SnO2-c,La,Spin-coating,MAI,HATNA,Spin-coating,0.7875591714981968,Diethyl ether,P3HT,Li-TFSI,Ag,205.22839927546957,0,70-20.0,0.9142981800468356
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,Stoichiometric,FACl,Spin-coating,0.9034400916935308,Chlorobenzene,PTAA,F4-TCNQ,Au,106.63537625904954,0,65-2.0,0.9141719218895336
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,MACl,NMA,Spin-coating,0.7360543238110897,Diethyl ether,PTAA,F4-TCNQ,AgAl,62.47548236066979,0,65; 100-1.0; 9.0,0.9141568114888127
nip,SLG | ITO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,MACl,Cl; DPE,Spin-coating >> CBD,0.7242515607904793,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,99.59453214191177,0,60; 80-1.5; 2.0,0.9136652621965992
nip,SLG | FTO,SnO2-c,Undoped,CBD,PbCl2,AgI,Spin-coating >> CBD,0.5483518191347287,Chlorobenzene,PTAA,Li-TFSI,Al,357.67243004937336,0,60; 100-10.0; 15.0,0.9135925654399468
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,MACl,NH4I,Spin-coating >> CBD,0.7225444148892051,Chlorobenzene,Spiro-MeOTAD,FK211,AgAl,116.67808311211017,0,60; 80-2.0; 5.0,0.9129054763516806
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,PbI2; PbBr2,FEAI,Spin-coating,0.8160857561496062,Chlorobenzene,PTAA,F4-TCNQ,AgAl,414.65766292749953,0,60; 100-10.0; 10.0,0.9127170054837022
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,none,E2CA,Spin-coating,0.7771242509873213,Chlorobenzene,PTAA,F4-TCNQ,AgAl,114.63730368048111,0,65.0; 100.0-1.0; 30.0,0.9125335785952993
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,NH4Cl,Ni,Spin-coating,0.8476842799804205,Chlorobenzene,Spiro-MeOTAD,FK211,Al,212.31526318690052,0,60.0-5.0,0.9125015934499053
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,PbCl2,ITIC; PCBM-60,Spin-coating,0.9618494876547169,Chlorobenzene,PTAA,TPFB,MoO3 | Au,183.08156290747007,0,60; 100-30.0; 90.0,0.9124813500571461
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,PbAc2,Ni,Spin-coating,0.8149091376837316,Chlorobenzene,PTAA,F4-TCNQ,AgAl,70.28206072091966,0,60; 100-1.0; 7.0,0.9124651531464888
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,Stoichiometric,DCL97,Spin-coating,0.3463555183983348,Chlorobenzene,PTAA,LAD,Ag,93.11426455408491,0,60; 100-2.0; 10.0,0.9123237673132278
nip,SLG | FTO,SnO2-c,La,Spin-coating,PbI2; PbBr2,DMI,Spin-coating,0.7436241125572272,Diethyl ether,PTAA,Undoped,AgAl,61.89679565561439,0,65.0-10.0,0.9122484720518327
nip,SLG | FTO,SnO2-np,Guanidinium chloride,Spin-coating,PbAc2,MACSN,Spin-coating,0.9243717974158918,Chlorobenzene,PTAA,F4-TCNQ,AgAl,94.33384800217105,0,60.0-120.0,0.91217386216849
nip,SLG | FTO,SnO2-c,Li,Spin-coating,PbAc2,KSCN,Spin-coating,0.7083653871924674,Chlorobenzene,PTAA,F4-TCNQ,AgAl,89.69908619203913,0,50; 85-2.0; 25.0,0.9120415620510817
nip,SLG | FTO,SnO2-c,Li,Spin-coating,PbI2; PbBr2,AgI,Spin-coating >> CBD,0.7775095387760333,Chlorobenzene,PTAA,Li-TFSI,AgAl,465.0687738321327,0,65; 100-2.0; 5.0,0.9119697091167431
nip,SLG | FTO,SnO2-c,Undoped,Evaporation,PbAc2,AgI,Spin-coating >> CBD,0.8621177938277719,Chlorobenzene,PTAA,F4-TCNQ,AgAl,67.29134582550039,0,65.0; 100.0-1.0; 2.0,0.9116475832202476
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,Stoichiometric,NMA,Spin-coating,0.5576856915530837,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,Al,549.1178172203643,0,60; 100-1.0; 5.0,0.9115589859507697
nip,SLG | FTO,SnO2-np,Al,Spin-coating,Pb,Thiourea,Spin-coating,0.626468314483144,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,85.52135711368257,0,65; 100-1.0; 30.0,0.9115373231470245
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbI2,DA2PbI4,Spin-coating,0.7764097598255016,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Al,141.37229705109718,0,65; 100-2.0; 2.0,0.911477129819289
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,PbAc2,Benzoquinone,Spin-coating >> CBD,0.8132688345391649,Chlorobenzene,PTAA,LAD,AgAl,131.6795392480874,1,60.0; 80-1.0; 5.0,0.9114304828576995
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbI2; PbBr2,NMA,Spin-coating,0.9029627344484518,Diethyl ether,PTAA,TPFB,AgAl,171.1307703185492,1,65; 100-5.0; 60.0,0.9113254935347953
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,none,HATNA,Spin-coating,0.7994433078991574,Diethyl ether,PTAA,TPFB,AgAl,206.45072384492923,0,65.0-20.0,0.9112961761218785
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,none,MACSN,Spin-coating,0.8419431415806561,Chlorobenzene,PTAA,Li-TFSI,AgAl,197.10588257806876,0,70.0; 100.0-1.0; 10.0,0.9112433564257769
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,PbCl2,Zr(AC)4,Spin-coating,0.9286628944556731,Chlorobenzene,PTAA,Li-TFSI,AgAl,162.4062528420111,0,60.0-5.0,0.9111910932310586
nip,SLG | FTO,SnO2-c,Undoped,Evaporation,PbAc2,DA2PbI4,Drop-infiltration,0.9186457448696465,Chlorobenzene,PTAA,F4-TCNQ,AgAl,248.29409873746613,0,60; 85-1.0; 25.0,0.9108999518103102
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Evaporation,PbCl2,Rb,Spin-coating,0.6366103832137121,Diethyl ether,PTAA,F4-TCNQ,AgAl,81.71849324015497,0,60; 80-1.5; 2.0,0.910796090952495
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,PbCl2,Ni,Spin-coating,0.6229711671424393,Chlorobenzene,PTAA,LAD,Al,174.9357952767528,0,60; 80-1.0; 2.0,0.9107424558921742
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,PbI2; PbBr2,NH4I,Spin-coating >> CBD,0.4280533536621325,Chlorobenzene,PTAA,Li-TFSI,AgAl,55.38033077142134,0,60; 120-5.0; 10.0,0.9106582587728685
nip,SLG | FTO,SnO2-c,La,Spin-coating,MAI,ETI,Spin-coating,0.7849175861105443,Chlorobenzene,PTAA,Li-TFSI,Ag,222.10999967429186,0,95-120.0,0.9104358636425517
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,NH4Cl,TEOS,Spin-coating,0.8591514321641744,Ethyl acetate,Spiro-MeOTAD,JQ1; Li-TFSI; TBP,Ag,163.84725196256394,0,70.0-30.0; 20.0,0.9104147233858093
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,NH4Cl,Phenylethylammonium iodide,Spin-coating,0.7847522687537647,Diethyl ether,P3HT,Li-TFSI,Ag,245.98042977543068,0,80.0-15.0,0.9103002239519299
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,Pb,Rb,Drop-infiltration >> CBD,0.7894968442929041,Chlorobenzene,PTAA,TPFB,AgAl,120.74361893010028,0,60; 100-0.5; 5.0,0.9102772464983887
nip,SLG | FTO,SnO2-c,Undoped,Spin-coating,PbCl2,beta-cyclodextrin,Spin-coating,0.7305643508141735,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,371.94033479672777,0,60; 100-1.0; 4.0,0.910177662472604
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,PbAc2,SnS-QDs,Spin-coating,0.7056203370549031,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,45.21632726128355,0,65; 100-1.0; 1.0,0.9101495137764232
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,PbCl2,E2CA,Spin-coating,0.13514173808840413,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,276.9695891976416,0,65-2.0,0.9097972079794879
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,Stoichiometric,Ni,Spin-coating,0.7412483592404547,Chlorobenzene,PTAA,LAD,Al,471.71353557588094,0,65; 100-60.0; 30.0,0.9095127501639282
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,Stoichiometric,beta-cyclodextrin,Spin-coating,0.6959730620825568,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Al,73.36011212105375,0,60; 100-15.0; 30.0,0.909407481451821
nip,SLG | FTO,SnO2-c,Undoped,ALD,none,Diiodooctane,Spin-coating,0.7978035377780254,Chlorobenzene,PTAA,Li-TFSI,AgAl,82.63552152728225,0,60; 110-1.0; 10.0,0.9092247703551953
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,PbAc2,CNDs@K,Spin-coating,0.44702770431279176,Diethyl ether,Spiro-MeOTAD,Li-TFSI; O2; TBP,Al,427.7413720032631,0,65; 100-1.0; 1.0,0.9090097667397626
nip,SLG | FTO,SnO2-c,Undoped,ALD,PbAc2,Rb,Spin-coating,0.8665205052991856,Chlorobenzene,PTAA,LAD,Al,417.3493877440782,0,60.0-5.0,0.9089181650368351
nip,SLG | FTO,SnO2-np,Zr,Spin-coating,PbCl2,Carbon-nt,Spin-coating,0.6349134326997486,Chlorobenzene,Spiro-MeOTAD,FK210,AgAl,73.03018657779378,0,60; 100-30.0; 90.0,0.90885193134703
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,Pb,PEG-[60]fullerenes,Spin-coating,0.9397300129454103,Chlorobenzene,PTAA,O2,AgAl,64.6021503991111,0,65; 100-10.0; 30.0,0.9086939109554727
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbI2; PbBr2,Isatin-Cl,Spin-coating,0.7353488966181044,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,0.6972187823975275,0,60; 100-1.0; 7.0,0.9085518914145981
nip,SLG | FTO,SnO2-c,Bi2O2S-np,Spin-coating,PbI2,DCL97,Spin-coating,0.6845958548926052,Chlorobenzene,PTAA,O2,AgAl,440.0916569828461,0,50; 100-5.0; 10.0,0.908547415957099
nip,SLG | FTO,SnO2-c,Undoped,ALD,PbAc2,MACSN,Spin-coating,0.9943876882688572,Chlorobenzene,PTAA,TPFB,Ag,140.39394720007283,0,65-2.0,0.908344831802168
nip,SLG | FTO,PCBM-60,Undoped,Spin-coating,none,DA2PbI4,Drop-infiltration,0.9557148310401309,Chlorobenzene,PTAA,TPFB,AgAl,346.75156275162925,0,60.0; 85.0-1.0; 25.0,0.9082811402697984
nip,SLG | FTO,SnO2-np,Al,Spin-coating,MACl,PMA,Spin-coating,0.749823165656513,Diethyl ether,PTAA,F4-TCNQ,AgAl,90.36992656023057,0,60; 100-4.0; 10.0,0.9082370118400667
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbCl2,Butanediaminedihydroiodide,Spin-coating,0.9214876833766706,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Ag,412.3638999988986,0,65; 100-3.0; 5.0,0.9076353743167037
nip,SLG | FTO,SnO2-c,Undoped,Evaporation,PbI2; PbBr2,BAI,Spin-coating,0.7953266154724778,Chlorobenzene,PTAA,F4-TCNQ,AgAl,472.13978756366953,0,65.0-20.0,0.9076281315400008
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,PbI2; PbBr2,FEAI,Spin-coating,0.6872441463339628,Chlorobenzene,PTAA,TPFB,AgAl,81.97433970414296,0,60; 100-30.0; 90.0,0.9074695429477413
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,PbI2,E2CA,Spin-coating,0.5350370623963229,Chlorobenzene,PTAA,Li-TFSI; TBP,Ag,312.92237814935925,0,60; 120-2.0; 15.0,0.9074667492131303
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,MACl,Cl; DPE,Spin-coating >> CBD,0.7609173064133055,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,448.4601058715582,0,50; 85-2.0; 25.0,0.9073508020775103
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,PbCl2,DMI,Spin-coating,0.895470577643857,Diethyl ether,PTAA,Li-TFSI; TBP,AgAl,16.929209271038303,0,60; 100-2.0; 10.0,0.9070536895318243
nip,SLG | FTO,SnO2-np,Al,Spin-coating,MACl,ITIC; PCBM-60,Spin-coating,0.76957884766259,Chlorobenzene,PTAA,TPFB,AgAl,92.15781564755841,0,50; 100-5.0; 5.0,0.9069414209279132
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbI2; PbBr2,Rb,Drop-infiltration >> CBD,0.8195393129699582,Chlorobenzene,PTAA,TPFB,AgAl,216.81854662507388,0,65.0; 100-1.0; 10.0,0.9067974341215443
nip,SLG | FTO,SnO2-c,Li,Spin-coating,Stoichiometric,Guanidinium-SCN,Spin-coating >> Spin-coating,0.9684148444123079,Chlorobenzene,PTAA,O2,AgAl,136.06007849681222,0,60; 100-3.0; 10.0,0.9064497094567879
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,Stoichiometric,PbAc,Spin-coating,0.5754622855733008,Chlorobenzene,PTAA,Li-TFSI; TBP,AgAl,463.8855086912014,0,60; 100-1.0; 4.0,0.906306554400082
nip,SLG | FTO,SnO2-c,La,Spin-coating,Pb,PEG-[60]fullerenes,Spin-coating,0.9818326147933301,Chlorobenzene,PTAA,Undoped,AgAl,118.04738214463516,0,50.0; 85.0-2.0; 30.0,0.9060845106185358
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,PbAc2,Zn,Spin-coating,0.9888946353979684,Chlorobenzene,Spiro-MeOTAD,CuSCN,AgAl,112.92824010176766,0,60; 100-2.0; 10.0,0.9058987045951141
nip,SLG | FTO,SnO2-c,Undoped,Evaporation,PbCl2,Benzoquinone,Spin-coating >> Spin-coating,0.9535024116717741,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,Al,369.2286760199083,0,60.0-2.0,0.9058748234357821
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,MACl,Guanidinium-SCN,Spin-coating >> Spin-coating,0.756075785344707,Chlorobenzene,PTAA,Li-TFSI,AgAl,130.02027691939404,0,65; 100-1.0; 60.0,0.9058470097529131
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,none,Terephthalic acid,Spin-coating >> Spin-coating,0.8339328427509185,Diethyl ether,Spiro-MeOTAD,FK211,AgAl,126.79643661111095,0,60.0; 100-2.0; 5.0,0.9050253980760811
nip,SLG | FTO,SnO2-c,La,Spin-coating,PbI2; PbBr2,Graphene oxide,Spin-coating,0.1344844493977022,Chlorobenzene,PTAA,Li-TFSI,Al,394.6828417504294,0,60; 100-2.0; 10.0,0.904853838950312
nip,SLG | FTO,SnO2-c,MoCl5,Spin-coating,PbI2; PbBr2,PMA,Spin-coating,0.5851376405962196,Diethyl ether,PTAA,F4-TCNQ,AgAl,74.99078126525656,0,60; 80-2.0; 5.0,0.9044829176321888
nip,SLG | ITO,SnO2-np,Guanidinium chloride,Spin-coating,MACl,Cl; DPE,Spin-coating >> CBD,0.7224942151029612,Chlorobenzene,Spiro-MeOTAD,Li-TFSI; Si NPs,AgAl,86.3643520436911,0,60; 110-1.0; 10.0,0.9040321722949599
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,Pb,DCL97,Spin-coating,0.8151413424806457,Chlorobenzene,PTAA,F4-TCNQ,AgAl,63.93442583195814,0,60.0-150.0,0.9039054567467517
nip,SLG | FTO,SnO2-np,Potassium O-hexyl xanthate,Spin-coating,PbAc2,beta-cyclodextrin,Spin-coating,0.9025731452456354,Chlorobenzene,PTAA,LAD,AgAl,401.8785661363787,0,65; 100-1.0; 7.0,0.9039040480631421
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,MACl,SrI2,Spin-coating,0.7227435725756067,Chlorobenzene,PTAA,LAD,AgAl,109.55383996749323,0,60; 100-1.0; 4.0,0.9038340378119477
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,CBD | Spin-coating,MACl,Carbon-nt,Spin-coating,0.3833020210852216,Chlorobenzene,PTAA,Li-TFSI,AgAl,104.9547172609612,0,65.0-3.0,0.903817476357976
nip,SLG | FTO,TiO2-c | PCBM-60, DMBI,Spin-coating | Spin-coating,PbI2,Benzoquinone,Spin-coating >> CBD,0.8707900776431642,Chlorobenzene,PTAA,LAD,Ag,111.40041055076047,0,60; 110-1.0; 10.0,0.903669365559073
nip,SLG | FTO,PCBM-60,CoSe,Spin-coating,PbCl2,Butanediaminedihydroiodide,Spin-coating,0.9003558052014417,Chlorobenzene,PTAA,O2,Ag,93.990172987031,0,60; 100-1.0; 2.0,0.9035210408681343
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbI2,KSCN,Spin-coating,0.7101113603985799,Chlorobenzene,PTAA,F4-TCNQ,AgAl,380.20976962940114,0,60.0; 80-1.0; 5.0,0.9035196058784541
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,PbI2,ITIC; PCBM-60,Spin-coating,0.5854225192983671,Chlorobenzene,PTAA,LAD,AgAl,110.69615714297231,1,130.0-20.0,0.9028771521256244
nip,SLG | FTO,SnO2-c,AlCl3,Spin-coating,PbAc2,beta-cyclodextrin,Spin-coating,0.7485367337032971,Chlorobenzene,PTAA,Li-TFSI,Ag,549.343984872974,0,25.0-10.0,0.902835224787154
nip,SLG | FTO,PCBM-60 | BCP,Undoped,Spin-coating | Spin-coating,MA,MACSN,Spin-coating,0.7951319691568322,Chlorobenzene,P3HT,Li@C60-TFSI; TBP,AgAl,175.87910352806657,0,60; 100-3.0; 20.0,0.9027555448166122
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbI2,ITIC; PCBM-60,Spin-coating,0.7129879860938717,Chlorobenzene,PTAA,LAD,AgAl,56.07596461815567,0,65; 100-2.0; 5.0,0.9026471994437715
nip,SLG | FTO,TiO2-c | PCBM-60, DMBI,Spin-coating | Spin-coating,PbAc2,AgI,Spin-coating >> CBD,0.7809421985591327,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,496.96510142706364,0,60; 100-1.0; 5.0,0.902552758865432
nip,SLG | FTO,TiO2-c | TiO2-mp,nan | TiCl4,Spin-coating | Spin-coating >> CBD,PbCl2,FEAI,Spin-coating,0.9827469185093756,Chlorobenzene,PTAA,Li-TFSI,AgAl,71.31840248233773,0,60; 85-2.0; 25.0,0.9022250373032484
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,Pb,FEAI,Spin-coating,0.7545639511060518,Chlorobenzene,PTAA,TPFB,AgAl,1.345450917213995,0,65.0; 100.0-1.0; 5.0,0.9020126934468511
nip,SLG | FTO,SnO2-c,Ti3C2,Spin-coating,Pb,GuaI,Spin-coating,0.9667452390620259,Chlorobenzene,PTAA,Undoped,AgAl,110.40255802327121,0,100.0-100.0,0.9018956094293696
nip,SLG | FTO,TiO2-c | PCBM-60,Undoped,Spin-coating | Spin-coating,PbAc2,Rb,Spin-coating,0.7474062313541862,Chlorobenzene,PTAA,TPFB,AgAl,225.56044640582763,0,25; 100-10.0; 5.0,0.901580211670118
nip,SLG | FTO,SnO2-c,Undoped,Evaporation,PbI2,Rb,Drop-infiltration,0.7949538753630938,Chlorobenzene,PTAA,Li-TFSI,AgAl,49.634781432926246,0,60.0; 85.0-2.0; 25.0,0.9015752093779031
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,PbAc2,PbS-QDs,Spin-coating,0.560167368195625,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,398.8124027372106,0,60; 100-1.0; 2.0,0.9010195637829476
nip,SLG | FTO,SnO2-c,SnCl2; MercaptoPropionic acid; Urea,Spin-coating,MA,HATNA,Spin-coating,0.7022773682205115,Diethyl ether,PTAA,F4-TCNQ,AgAl,65.24774180505122,0,65; 100-1.0; 30.0,0.900982806935038
nip,SLG | FTO,SnO2-c,Undoped,ALD,PbI2,Isatin-Cl,Spin-coating,0.8900253427246932,Chlorobenzene,PTAA,TPFB,AgAl,103.63163522915066,0,70| 100-10.0| 120.0,0.9008109137362802
nip,SLG | FTO,SnO2-c,La,Spin-coating,PbAc2,GuaI,Spin-coating,0.9607523730617368,Chlorobenzene,PTAA,Undoped,AgAl,402.97046719396553,0,60; 80-1.5; 2.0,0.9006924635761603
nip,SLG | FTO,SnO2-c,Undoped,CBD,PbAc2,Ni,Spin-coating,0.9737708967384903,Chlorobenzene,PTAA,Undoped,AgAl,139.74538210564938,0,65; 100-1.0; 2.0,0.9002690687834594
